haplo.freq,locus1,locus2,allele1,allele2
0.01331,C,DQB1,03:04,06:04
0.01245,C,DQB1,03:03,03:01
0.01229,C,DQB1,07:01,05:01
0.01005,C,DQB1,05:01,06:02
0.00997,C,DQB1,08:02,05:01
0.00971,C,DQB1,03:04,04:02
0.00899,C,DQB1,05:01,06:03
0.0089,C,DQB1,12:03,03:01
0.00884,C,DQB1,07:02,05:01
0.00876,C,DQB1,03:04,06:03
0.00868,C,DQB1,04:01,02:01
0.00864,C,DQB1,07:02,03:02
0.00863,C,DQB1,07:01,06:02
0.0085,C,DQB1,02:02,05:01
0.00838,C,DQB1,05:01,03:02
0.00836,C,DQB1,01:02,03:01
0.00834,C,DQB1,12:03,05:01
0.00827,C,DQB1,12:03,03:02
0.00813,C,DQB1,03:04,06:02
0.00789,C,DQB1,03:03,06:02
0.00771,C,DQB1,15:02,06:02
0.00755,C,DQB1,03:03,06:03
0.00755,C,DQB1,16:01,03:01
0.00733,C,DQB1,05:01,02:01
0.00686,C,DQB1,06:02,06:03
0.00681,C,DQB1,04:01,06:02
0.0068,C,DQB1,07:02,04:02
0.00677,C,DQB1,06:02,03:02
0.00639,C,DQB1,17:01,02:01
0.00592,C,DQB1,07:01,03:02
0.00584,C,DQB1,08:02,03:01
0.00546,C,DQB1,01:02,06:03
0.00538,C,DQB1,02:02,06:02
0.00532,C,DQB1,17:01,03:01
0.00525,C,DQB1,12:03,06:03
0.00505,C,DQB1,16:01,05:01
0.00503,C,DQB1,08:02,06:02
0.00502,C,DQB1,07:01,05:02
0.00502,C,DQB1,15:02,03:02
0.00495,C,DQB1,12:03,05:03
0.00485,C,DQB1,03:03,03:02
0.00472,C,DQB1,02:02,04:02
0.00463,C,DQB1,07:02,03:03
0.00463,C,DQB1,02:02,05:02
0.00461,C,DQB1,12:03,02:01
0.0046,C,DQB1,08:02,02:01
0.00444,C,DQB1,12:03,06:02
0.0043,C,DQB1,07:01,03:03
0.00414,C,DQB1,01:02,04:02
0.00399,C,DQB1,04:01,05:03
0.00392,C,DQB1,14:02,03:01
0.0038,C,DQB1,03:04,02:01
0.00373,C,DQB1,12:03,05:02
0.00355,C,DQB1,15:02,03:01
0.00341,C,DQB1,07:02,06:04
0.00334,C,DQB1,16:02,03:01
0.00334,C,DQB1,03:02,03:02
0.00334,C,DQB1,08:01,04:02
0.00334,C,DQB1,03:02,06:05
0.00334,C,DQB1,12:02,06:01
0.00334,C,DQB1,04:01,05:02
0.00334,C,DQB1,02:10,03:01
0.00334,C,DQB1,07:04,06:04
0.00334,C,DQB1,07:04,04:02
0.00334,C,DQB1,07:04,05:03
0.00327,C,DQB1,02:02,02:01
0.00311,C,DQB1,02:02,03:02
0.00288,C,DQB1,07:01,06:04
0.00251,C,DQB1,01:02,05:03
0.00238,C,DQB1,03:03,02:01
0.00227,C,DQB1,03:04,05:01
0.00226,C,DQB1,03:02,02:01
0.00217,C,DQB1,01:02,06:02
0.00215,C,DQB1,14:02,03:03
0.00197,C,DQB1,05:01,04:02
0.00195,C,DQB1,07:01,05:03
0.00181,C,DQB1,16:01,06:02
0.00167,C,DQB1,14:02,05:01
0.00167,C,DQB1,02:02,06:04
0.00167,C,DQB1,12:02,03:01
0.00167,C,DQB1,06:04,03:02
0.00167,C,DQB1,17:01,06:04
0.00167,C,DQB1,04:07,02:01
0.00167,C,DQB1,04:03,04:02
0.00167,C,DQB1,07:07,03:02
0.00167,C,DQB1,05:01,05:03
0.00167,C,DQB1,18:01,03:02
0.00167,C,DQB1,08:01,03:01
0.00167,C,DQB1,06:02,05:03
0.00167,C,DQB1,15:02,03:03
0.00167,C,DQB1,02:02,03:03
0.00167,C,DQB1,06:02,06:05
0.00167,C,DQB1,08:02,06:05
0.00167,C,DQB1,08:02,03:04
0.00167,C,DQB1,14:02,03:02
0.00167,C,DQB1,03:04,05:02
0.00167,C,DQB1,03:14,06:04
0.00167,C,DQB1,01:02,06:05
0.00167,C,DQB1,12:03,06:01
0.00167,C,DQB1,08:01,03:02
0.00167,C,DQB1,07:04,02:01
0.00167,C,DQB1,08:02,05:02
0.00167,C,DQB1,14:02,04:02
0.00167,C,DQB1,03:03,06:05
0.00131,C,DQB1,08:02,03:03
0.00126,C,DQB1,15:02,06:04
0.00109,C,DQB1,03:02,04:02
0.00088,C,DQB1,16:01,06:04
0.00085,C,DQB1,15:02,05:01
0.00062,C,DQB1,14:02,06:03
0.05277,C,DPB1,07:02,04:01
0.03897,C,DPB1,03:04,04:01
0.03805,C,DPB1,06:02,04:01
0.03533,C,DPB1,07:01,01:01
0.03438,C,DPB1,07:01,04:01
0.0338,C,DPB1,12:03,04:01
0.03358,C,DPB1,04:01,04:01
0.03031,C,DPB1,01:02,04:01
0.02905,C,DPB1,04:01,04:02
0.02805,C,DPB1,07:01,04:02
0.02508,C,DPB1,07:01,02:01
0.02421,C,DPB1,05:01,04:01
0.0231,C,DPB1,03:03,04:01
0.0212,C,DPB1,02:02,04:01
0.0191,C,DPB1,07:02,03:01
0.01883,C,DPB1,04:01,01:01
0.01746,C,DPB1,05:01,02:01
0.01586,C,DPB1,08:02,04:01
0.01313,C,DPB1,15:02,04:01
0.01195,C,DPB1,02:02,04:02
0.01186,C,DPB1,16:01,04:01
0.01183,C,DPB1,04:01,03:01
0.01177,C,DPB1,07:02,01:01
0.01172,C,DPB1,06:02,01:01
0.01137,C,DPB1,07:02,02:01
0.0113,C,DPB1,03:04,03:01
0.01109,C,DPB1,04:01,02:01
0.01036,C,DPB1,07:02,04:02
0.00972,C,DPB1,03:04,10:01
0.00925,C,DPB1,05:01,03:01
0.0083,C,DPB1,07:01,03:01
0.00789,C,DPB1,07:02,06:01
0.0078,C,DPB1,03:03,02:01
0.0074,C,DPB1,06:02,02:01
0.00709,C,DPB1,05:01,04:02
0.007,C,DPB1,07:02,17:01
0.00666,C,DPB1,17:01,04:01
0.00665,C,DPB1,03:04,04:02
0.00641,C,DPB1,06:02,17:01
0.00634,C,DPB1,08:02,04:02
0.00577,C,DPB1,03:03,04:02
0.00535,C,DPB1,12:03,04:02
0.00532,C,DPB1,06:02,05:01
0.00527,C,DPB1,07:02,05:01
0.00518,C,DPB1,02:02,03:01
0.005,C,DPB1,03:04,20:01
0.005,C,DPB1,08:01,04:02
0.005,C,DPB1,04:01,10:01
0.005,C,DPB1,03:02,03:01
0.005,C,DPB1,06:02,14:01
0.00476,C,DPB1,03:04,02:01
0.00474,C,DPB1,16:01,11:01
0.00469,C,DPB1,01:02,02:01
0.00458,C,DPB1,14:02,04:02
0.00454,C,DPB1,16:01,02:01
0.00447,C,DPB1,08:02,17:01
0.00446,C,DPB1,07:02,09:02
0.00441,C,DPB1,05:01,05:01
0.00435,C,DPB1,08:02,03:01
0.00433,C,DPB1,07:01,09:02
0.00396,C,DPB1,04:01,14:01
0.00375,C,DPB1,14:02,02:01
0.00373,C,DPB1,12:03,02:01
0.0036,C,DPB1,06:02,11:01
0.00333,C,DPB1,03:03,05:01
0.00333,C,DPB1,12:02,04:01
0.00333,C,DPB1,16:01,04:02
0.00333,C,DPB1,04:01,17:01
0.00333,C,DPB1,01:02,04:02
0.00333,C,DPB1,16:01,17:01
0.00333,C,DPB1,04:01,27:01
0.00333,C,DPB1,16:02,04:01
0.00333,C,DPB1,02:02,18:01
0.00333,C,DPB1,02:02,10:01
0.00333,C,DPB1,12:03,14:01
0.00333,C,DPB1,07:01,15:01
0.00333,C,DPB1,03:03,01:01
0.00333,C,DPB1,05:01,02:02
0.00333,C,DPB1,15:02,09:02
0.00316,C,DPB1,07:04,04:02
0.00305,C,DPB1,07:04,03:01
0.0029,C,DPB1,16:01,01:01
0.00287,C,DPB1,07:01,14:01
0.00264,C,DPB1,16:01,03:01
0.00259,C,DPB1,05:01,01:01
0.00222,C,DPB1,06:02,09:02
0.00212,C,DPB1,12:03,17:01
0.00212,C,DPB1,07:04,04:01
0.00211,C,DPB1,03:04,06:01
0.00195,C,DPB1,06:02,10:01
0.00187,C,DPB1,15:02,01:01
0.00167,C,DPB1,12:02,03:01
0.00167,C,DPB1,06:04,04:02
0.00167,C,DPB1,04:01,26:01
0.00167,C,DPB1,07:04,09:01
0.00167,C,DPB1,04:07,03:01
0.00167,C,DPB1,16:01,18:01
0.00167,C,DPB1,16:01,09:02
0.00167,C,DPB1,04:03,01:01
0.00167,C,DPB1,07:07,02:01
0.00167,C,DPB1,05:01,09:01
0.00167,C,DPB1,07:02,10:01
0.00167,C,DPB1,18:01,06:01
0.00167,C,DPB1,03:08,02:01
0.00167,C,DPB1,02:02,01:01
0.00167,C,DPB1,07:02,30:01
0.00167,C,DPB1,07:04,02:01
0.00167,C,DPB1,03:02,14:01
0.00167,C,DPB1,08:01,02:01
0.00167,C,DPB1,03:04,16:01
0.00167,C,DPB1,07:01,18:01
0.00167,C,DPB1,12:03,08:02
0.00167,C,DPB1,16:01,06:01
0.00167,C,DPB1,03:04,05:01
0.00167,C,DPB1,03:02,11:01
0.00167,C,DPB1,03:02,17:01
0.00167,C,DPB1,03:03,08:02
0.00167,C,DPB1,17:01,11:01
0.00167,C,DPB1,02:10,09:02
0.00167,C,DPB1,02:02,15:01
0.00167,C,DPB1,02:10,01:01
0.00167,C,DPB1,15:02,13:02
0.00167,C,DPB1,03:03,02:02
0.00167,C,DPB1,03:03,20:01
0.00167,C,DPB1,03:04,11:01
0.00167,C,DPB1,17:01,03:01
0.00167,C,DPB1,04:01,15:01
0.00167,C,DPB1,07:02,11:01
0.00167,C,DPB1,17:01,08:02
0.00167,C,DPB1,03:14,09:01
0.00167,C,DPB1,02:02,06:01
0.00167,C,DPB1,05:01,06:01
0.00167,C,DPB1,01:02,05:01
0.00167,C,DPB1,07:02,40:01
0.00167,C,DPB1,17:01,02:01
0.00167,C,DPB1,03:04,17:01
0.00167,C,DPB1,03:03,14:01
0.00167,C,DPB1,14:02,05:01
0.00167,C,DPB1,14:02,03:01
0.0015,C,DPB1,03:04,14:01
0.00065,C,DPB1,08:02,09:02
0.07587,B,DRB1,08:01,03:01
0.05851,B,DRB1,07:02,15:01
0.02728,B,DRB1,35:01,01:01
0.01932,B,DRB1,57:01,07:01
0.01922,B,DRB1,44:02,04:01
0.0178,B,DRB1,15:03,10:01
0.0178,B,DRB1,53:01,11:04
0.01775,B,DRB1,44:03,07:01
0.01661,B,DRB1,15:01,04:01
0.01456,B,DRB1,40:01,13:02
0.01452,B,DRB1,44:02,15:01
0.01294,B,DRB1,13:02,07:01
0.01147,B,DRB1,07:02,03:01
0.01141,B,DRB1,51:01,15:01
0.01029,B,DRB1,44:02,11:01
0.00971,B,DRB1,40:01,08:01
0.00971,B,DRB1,50:01,07:01
0.00971,B,DRB1,55:01,14:01
0.00971,B,DRB1,40:01,04:04
0.00809,B,DRB1,53:01,13:03
0.00809,B,DRB1,35:01,01:03
0.00789,B,DRB1,27:03,01:01
0.00647,B,DRB1,49:01,04:05
0.00647,B,DRB1,38:01,13:01
0.00647,B,DRB1,07:02,09:01
0.00647,B,DRB1,40:01,13:01
0.00647,B,DRB1,07:02,04:04
0.00647,B,DRB1,56:01,01:01
0.00647,B,DRB1,18:01,03:01
0.00647,B,DRB1,40:01,04:01
0.00647,B,DRB1,40:01,01:01
0.00641,B,DRB1,15:01,13:01
0.00609,B,DRB1,35:01,12:01
0.00503,B,DRB1,07:02,07:01
0.00492,B,DRB1,07:02,04:01
0.00485,B,DRB1,14:02,01:02
0.00485,B,DRB1,53:01,07:01
0.00485,B,DRB1,44:02,13:01
0.00485,B,DRB1,45:01,04:01
0.00485,B,DRB1,27:05,04:01
0.00485,B,DRB1,44:03,15:01
0.00485,B,DRB1,55:01,04:01
0.00485,B,DRB1,51:01,13:02
0.00485,B,DRB1,35:01,04:04
0.00485,B,DRB1,40:01,07:01
0.00485,B,DRB1,40:01,04:03
0.00485,B,DRB1,55:01,13:01
0.00485,B,DRB1,35:01,04:07
0.00485,B,DRB1,35:02,11:04
0.00485,B,DRB1,18:01,11:04
0.00476,B,DRB1,44:02,12:01
0.00475,B,DRB1,35:01,07:01
0.00448,B,DRB1,15:01,11:01
0.00425,B,DRB1,18:01,13:01
0.00405,B,DRB1,58:01,11:01
0.00405,B,DRB1,58:01,03:01
0.00402,B,DRB1,15:01,15:01
0.00384,B,DRB1,18:01,04:04
0.00383,B,DRB1,35:01,15:01
0.00378,B,DRB1,07:02,13:01
0.00362,B,DRB1,18:01,04:01
0.00362,B,DRB1,07:02,14:01
0.00342,B,DRB1,51:01,01:01
0.00342,B,DRB1,27:03,15:01
0.00338,B,DRB1,44:02,07:01
0.00337,B,DRB1,35:01,11:01
0.00333,B,DRB1,07:02,11:01
0.00326,B,DRB1,51:01,03:01
0.00325,B,DRB1,27:03,03:01
0.00324,B,DRB1,45:01,07:01
0.00324,B,DRB1,45:01,11:02
0.00324,B,DRB1,49:01,16:01
0.00324,B,DRB1,51:01,04:03
0.00324,B,DRB1,56:01,08:01
0.00324,B,DRB1,27:05,08:01
0.00324,B,DRB1,35:02,03:01
0.00324,B,DRB1,38:01,14:01
0.00324,B,DRB1,35:01,11:02
0.00324,B,DRB1,14:01,07:01
0.00324,B,DRB1,38:01,04:02
0.00324,B,DRB1,38:01,04:07
0.00324,B,DRB1,18:01,14:01
0.00324,B,DRB1,15:01,14:01
0.00324,B,DRB1,50:01,04:04
0.00324,B,DRB1,53:01,13:02
0.00324,B,DRB1,15:03,15:03
0.00324,B,DRB1,44:02,04:07
0.00324,B,DRB1,57:01,13:01
0.00324,B,DRB1,44:05,16:01
0.00324,B,DRB1,40:02,04:07
0.00324,B,DRB1,49:01,15:02
0.00324,B,DRB1,15:03,11:01
0.00324,B,DRB1,48:01,08:02
0.00324,B,DRB1,50:01,13:03
0.00324,B,DRB1,27:03,08:01
0.00324,B,DRB1,55:01,04:04
0.00324,B,DRB1,52:01,15:02
0.00324,B,DRB1,35:17,08:02
0.00324,B,DRB1,51:01,04:08
0.00324,B,DRB1,41:01,04:01
0.00318,B,DRB1,07:02,01:01
0.00316,B,DRB1,18:01,07:01
0.00298,B,DRB1,51:01,11:01
0.00285,B,DRB1,44:02,14:01
0.00263,B,DRB1,51:01,04:04
0.00243,B,DRB1,14:02,03:01
0.00243,B,DRB1,14:02,11:01
0.0021,B,DRB1,49:01,04:01
0.00207,B,DRB1,15:01,13:02
0.00207,B,DRB1,51:01,04:01
0.002,B,DRB1,15:01,12:01
0.00185,B,DRB1,39:01,01:01
0.00176,B,DRB1,08:01,01:01
0.00176,B,DRB1,18:01,15:01
0.00174,B,DRB1,51:01,13:01
0.00171,B,DRB1,57:01,12:01
0.00167,B,DRB1,44:03,11:01
0.00166,B,DRB1,08:01,15:01
0.00162,B,DRB1,14:02,07:01
0.00162,B,DRB1,51:01,07:01
0.00162,B,DRB1,51:01,11:03
0.00162,B,DRB1,49:01,03:01
0.00162,B,DRB1,38:01,08:01
0.00162,B,DRB1,41:01,13:02
0.00162,B,DRB1,53:01,03:01
0.00162,B,DRB1,35:02,11:01
0.00162,B,DRB1,07:02,11:03
0.00162,B,DRB1,45:01,11:03
0.00162,B,DRB1,51:01,15:03
0.00162,B,DRB1,35:01,01:02
0.00162,B,DRB1,52:01,13:01
0.00162,B,DRB1,52:01,13:03
0.00162,B,DRB1,58:02,11:02
0.00162,B,DRB1,15:06,04:05
0.00162,B,DRB1,27:05,11:03
0.00162,B,DRB1,18:01,11:03
0.00162,B,DRB1,35:01,08:02
0.00162,B,DRB1,40:02,14:02
0.00162,B,DRB1,35:01,03:01
0.00162,B,DRB1,35:01,04:02
0.00162,B,DRB1,14:02,15:03
0.00162,B,DRB1,39:10,01:01
0.00162,B,DRB1,53:01,08:04
0.00162,B,DRB1,53:01,15:03
0.00162,B,DRB1,27:04,01:01
0.00162,B,DRB1,15:01,04:03
0.00162,B,DRB1,39:06,08:02
0.00162,B,DRB1,49:01,04:03
0.00162,B,DRB1,81:01,04:03
0.00162,B,DRB1,50:01,16:01
0.00162,B,DRB1,14:01,16:01
0.00162,B,DRB1,56:01,15:01
0.00162,B,DRB1,37:01,11:01
0.00162,B,DRB1,15:02,12:02
0.00162,B,DRB1,53:01,04:04
0.00162,B,DRB1,51:08,14:20
0.00162,B,DRB1,07:02,11:02
0.00162,B,DRB1,35:02,14:01
0.00162,B,DRB1,58:02,13:01
0.00162,B,DRB1,47:01,15:01
0.00162,B,DRB1,58:02,12:01
0.00162,B,DRB1,27:03,07:01
0.00162,B,DRB1,27:03,11:02
0.00162,B,DRB1,41:02,13:03
0.00162,B,DRB1,78:01,03:01
0.00162,B,DRB1,57:01,04:03
0.00162,B,DRB1,57:01,11:01
0.00162,B,DRB1,27:05,01:01
0.00162,B,DRB1,51:01,11:04
0.00162,B,DRB1,39:06,14:06
0.00162,B,DRB1,15:16,01:02
0.00162,B,DRB1,15:32,11:01
0.00162,B,DRB1,35:32,14:06
0.00162,B,DRB1,45:01,13:02
0.00162,B,DRB1,49:01,15:03
0.00162,B,DRB1,44:03,04:01
0.00162,B,DRB1,07:02,04:07
0.00162,B,DRB1,49:01,11:02
0.00162,B,DRB1,35:08,04:03
0.00162,B,DRB1,07:05,01:02
0.00162,B,DRB1,27:03,04:04
0.00162,B,DRB1,58:01,13:02
0.00162,B,DRB1,14:01,04:05
0.00162,B,DRB1,39:06,01:01
0.00162,B,DRB1,14:02,13:02
0.00162,B,DRB1,55:01,13:02
0.00162,B,DRB1,27:02,13:02
0.00162,B,DRB1,57:03,11:03
0.00162,B,DRB1,51:01,08:01
0.00162,B,DRB1,40:02,08:01
0.00162,B,DRB1,35:01,14:01
0.00162,B,DRB1,35:08,11:04
0.00162,B,DRB1,82:01,03:02
0.00162,B,DRB1,44:02,04:02
0.00162,B,DRB1,42:01,08:04
0.00162,B,DRB1,58:01,11:02
0.00162,B,DRB1,55:01,16:01
0.00162,B,DRB1,15:03,11:02
0.00162,B,DRB1,27:03,01:03
0.00162,B,DRB1,35:08,12:01
0.00162,B,DRB1,40:02,10:01
0.00162,B,DRB1,44:02,11:04
0.00162,B,DRB1,35:08,04:01
0.00162,B,DRB1,14:01,04:01
0.00162,B,DRB1,27:03,10:01
0.00162,B,DRB1,07:02,11:04
0.00162,B,DRB1,14:02,11:04
0.00162,B,DRB1,38:01,04:23
0.00162,B,DRB1,15:15,04:11
0.00162,B,DRB1,15:30,11:01
0.00162,B,DRB1,48:01,04:03
0.00162,B,DRB1,44:03,11:04
0.00162,B,DRB1,40:08,04:03
0.00162,B,DRB1,27:02,16:01
0.00162,B,DRB1,14:02,08:06
0.00162,B,DRB1,44:03,04:02
0.00162,B,DRB1,57:02,16:01
0.00162,B,DRB1,40:02,12:01
0.00162,B,DRB1,40:01,12:01
0.00162,B,DRB1,07:05,11:01
0.00162,B,DRB1,14:02,04:07
0.00162,B,DRB1,14:02,13:03
0.00162,B,DRB1,13:02,04:02
0.00162,B,DRB1,07:02,10:01
0.00162,B,DRB1,49:01,13:02
0.00162,B,DRB1,41:01,14:02
0.00162,B,DRB1,45:01,15:03
0.00162,B,DRB1,57:03,15:03
0.00162,B,DRB1,15:03,13:05
0.00162,B,DRB1,44:03,13:02
0.00162,B,DRB1,39:06,08:01
0.00162,B,DRB1,51:01,09:01
0.00162,B,DRB1,58:01,07:01
0.00162,B,DRB1,15:10,11:01
0.00162,B,DRB1,53:01,12:01
0.00162,B,DRB1,27:05,04:07
0.00162,B,DRB1,40:02,04:05
0.00162,B,DRB1,15:10,16:01
0.00162,B,DRB1,41:02,03:01
0.00162,B,DRB1,41:01,04:05
0.00162,B,DRB1,27:05,09:01
0.00162,B,DRB1,55:01,01:01
0.00162,B,DRB1,44:03,08:03
0.00162,B,DRB1,56:01,11:01
0.00162,B,DRB1,40:05,14:02
0.00162,B,DRB1,58:01,13:01
0.00162,B,DRB1,15:17,11:01
0.00162,B,DRB1,27:03,11:04
0.00162,B,DRB1,39:01,16:01
0.00162,B,DRB1,40:02,11:01
0.00162,B,DRB1,45:01,13:01
0.00162,B,DRB1,53:01,01:02
0.00162,B,DRB1,39:02,08:02
0.00162,B,DRB1,44:03,03:01
0.00155,B,DRB1,49:01,01:01
0.00139,B,DRB1,39:01,11:01
0.0012,B,DRB1,49:01,15:01
0.00117,B,DRB1,18:01,13:02
0.07718,B,DQA1,08:01,05:01
0.06411,B,DQA1,07:02,01:02
0.04183,B,DQA1,35:01,01:01
0.02623,B,DQA1,44:02,03:01
0.02129,B,DQA1,40:01,03:01
0.02099,B,DQA1,57:01,02:01
0.02032,B,DQA1,15:01,03:01
0.02007,B,DQA1,40:01,01:02
0.01845,B,DQA1,44:03,02:01
0.01824,B,DQA1,07:02,05:01
0.01691,B,DQA1,44:02,01:02
0.01621,B,DQA1,07:02,03:01
0.01495,B,DQA1,35:01,03:01
0.01466,B,DQA1,51:01,03:01
0.01333,B,DQA1,13:02,02:01
0.01321,B,DQA1,07:02,01:01
0.01286,B,DQA1,51:01,01:02
0.01277,B,DQA1,44:02,05:01
0.01267,B,DQA1,51:01,05:01
0.01261,B,DQA1,18:01,05:01
0.01176,B,DQA1,49:01,01:02
0.01162,B,DQA1,27:03,01:01
0.01159,B,DQA1,27:03,05:01
0.01158,B,DQA1,49:01,03:01
0.01142,B,DQA1,55:01,01:01
0.01085,B,DQA1,38:01,03:01
0.01033,B,DQA1,35:02,05:01
0.01031,B,DQA1,55:01,03:01
0.01,B,DQA1,27:05,03:01
0.00995,B,DQA1,50:01,02:01
0.00981,B,DQA1,53:01,02:01
0.00964,B,DQA1,35:01,05:01
0.00958,B,DQA1,44:03,05:01
0.00907,B,DQA1,53:01,01:02
0.00851,B,DQA1,40:01,01:03
0.00833,B,DQA1,44:02,01:03
0.00824,B,DQA1,15:01,05:01
0.00758,B,DQA1,18:01,01:02
0.00753,B,DQA1,14:02,05:01
0.00719,B,DQA1,18:01,03:01
0.007,B,DQA1,14:02,01:02
0.00672,B,DQA1,18:01,01:01
0.00656,B,DQA1,07:02,02:01
0.0065,B,DQA1,56:01,01:01
0.00644,B,DQA1,45:01,03:01
0.00633,B,DQA1,15:01,01:03
0.00573,B,DQA1,40:01,01:01
0.00569,B,DQA1,40:02,05:01
0.0053,B,DQA1,44:03,01:02
0.005,B,DQA1,50:01,05:01
0.005,B,DQA1,40:01,04:01
0.005,B,DQA1,52:01,01:03
0.005,B,DQA1,58:01,05:01
0.005,B,DQA1,58:01,01:01
0.005,B,DQA1,15:03,01:02
0.005,B,DQA1,15:03,05:01
0.005,B,DQA1,51:01,01:03
0.00481,B,DQA1,51:01,01:01
0.0046,B,DQA1,41:01,05:01
0.00452,B,DQA1,14:02,01:01
0.00451,B,DQA1,55:01,01:02
0.00431,B,DQA1,40:02,01:01
0.00427,B,DQA1,35:01,02:01
0.00415,B,DQA1,38:01,01:03
0.00409,B,DQA1,44:02,02:01
0.00403,B,DQA1,35:01,01:03
0.004,B,DQA1,45:01,01:02
0.00397,B,DQA1,40:01,02:01
0.00365,B,DQA1,15:01,01:02
0.00364,B,DQA1,53:01,05:01
0.00339,B,DQA1,50:01,03:01
0.00333,B,DQA1,27:05,04:01
0.00333,B,DQA1,38:01,01:01
0.00333,B,DQA1,40:02,04:01
0.00333,B,DQA1,39:06,04:01
0.00333,B,DQA1,41:02,05:01
0.00333,B,DQA1,44:05,01:02
0.00333,B,DQA1,48:01,04:01
0.00333,B,DQA1,58:01,01:02
0.00333,B,DQA1,14:01,03:01
0.00333,B,DQA1,27:02,01:02
0.00333,B,DQA1,35:08,05:01
0.00333,B,DQA1,35:17,04:01
0.00325,B,DQA1,14:01,02:01
0.00316,B,DQA1,45:01,05:01
0.00313,B,DQA1,39:01,05:01
0.00291,B,DQA1,57:01,05:01
0.00275,B,DQA1,45:01,02:01
0.0027,B,DQA1,57:01,03:01
0.00269,B,DQA1,49:01,05:01
0.00248,B,DQA1,53:01,01:01
0.00245,B,DQA1,08:01,01:01
0.00229,B,DQA1,15:10,01:02
0.00209,B,DQA1,55:01,01:03
0.00209,B,DQA1,35:08,03:01
0.00209,B,DQA1,40:01,05:01
0.00206,B,DQA1,41:01,01:02
0.00204,B,DQA1,08:01,02:01
0.00204,B,DQA1,15:01,02:01
0.00198,B,DQA1,45:01,01:03
0.00195,B,DQA1,35:01,01:02
0.00187,B,DQA1,39:01,01:01
0.00179,B,DQA1,27:03,03:01
0.00179,B,DQA1,56:01,01:02
0.00175,B,DQA1,14:01,01:02
0.00173,B,DQA1,57:01,01:01
0.00171,B,DQA1,56:01,05:01
0.00167,B,DQA1,56:01,06:01
0.00167,B,DQA1,58:02,05:01
0.00167,B,DQA1,53:01,04:01
0.00167,B,DQA1,27:04,01:01
0.00167,B,DQA1,39:06,05:01
0.00167,B,DQA1,37:01,05:01
0.00167,B,DQA1,15:02,06:01
0.00167,B,DQA1,51:08,05:01
0.00167,B,DQA1,56:01,04:02
0.00167,B,DQA1,58:02,03:01
0.00167,B,DQA1,47:01,02:01
0.00167,B,DQA1,58:02,01:01
0.00167,B,DQA1,78:01,05:01
0.00167,B,DQA1,57:01,04:01
0.00167,B,DQA1,38:01,04:01
0.00167,B,DQA1,27:05,01:01
0.00167,B,DQA1,08:01,04:01
0.00167,B,DQA1,15:16,03:01
0.00167,B,DQA1,15:32,05:01
0.00167,B,DQA1,35:32,03:01
0.00167,B,DQA1,07:05,01:01
0.00167,B,DQA1,39:06,01:01
0.00167,B,DQA1,27:03,04:01
0.00167,B,DQA1,27:03,01:03
0.00167,B,DQA1,57:03,05:01
0.00167,B,DQA1,52:01,05:01
0.00167,B,DQA1,51:01,04:01
0.00167,B,DQA1,82:01,04:01
0.00167,B,DQA1,42:01,05:01
0.00167,B,DQA1,15:15,03:01
0.00167,B,DQA1,15:30,03:01
0.00167,B,DQA1,48:01,05:01
0.00167,B,DQA1,40:08,03:01
0.00167,B,DQA1,57:02,01:02
0.00167,B,DQA1,07:05,05:01
0.00167,B,DQA1,14:02,01:03
0.00167,B,DQA1,13:02,03:01
0.00167,B,DQA1,39:02,04:01
0.00167,B,DQA1,57:03,01:02
0.00167,B,DQA1,58:01,02:01
0.00167,B,DQA1,44:03,06:01
0.00167,B,DQA1,40:05,05:01
0.00167,B,DQA1,15:06,01:03
0.00167,B,DQA1,39:10,01:01
0.00167,B,DQA1,15:17,03:01
0.00167,B,DQA1,07:02,04:02
0.00167,B,DQA1,81:01,03:01
0.00167,B,DQA1,41:01,03:01
0.00134,B,DQA1,35:02,01:01
0.00124,B,DQA1,35:08,01:03
0.0011,B,DQA1,15:01,01:01
0.00104,B,DQA1,15:10,01:01
0.00095,B,DQA1,14:02,02:01
0.00089,B,DQA1,18:01,02:01
0.00064,B,DQA1,49:01,01:01
0.07998,B,DQB1,08:01,02:01
0.06448,B,DQB1,07:02,06:02
0.03707,B,DQB1,44:02,03:01
0.03586,B,DQB1,35:01,05:01
0.02226,B,DQB1,35:01,03:01
0.02167,B,DQB1,57:01,03:03
0.02136,B,DQB1,44:03,02:01
0.01654,B,DQB1,07:02,02:01
0.0149,B,DQB1,40:01,06:04
0.01335,B,DQB1,15:01,03:01
0.01318,B,DQB1,44:02,06:02
0.01305,B,DQB1,51:01,03:01
0.01206,B,DQB1,40:01,03:02
0.01171,B,DQB1,40:01,04:02
0.01171,B,DQB1,13:02,02:01
0.01062,B,DQB1,15:01,03:02
0.01062,B,DQB1,35:01,03:02
0.01057,B,DQB1,07:02,05:01
0.01016,B,DQB1,07:02,03:01
0.01003,B,DQB1,55:01,05:03
0.01002,B,DQB1,27:03,05:01
0.00996,B,DQB1,18:01,03:02
0.00994,B,DQB1,49:01,03:02
0.00994,B,DQB1,50:01,02:01
0.00948,B,DQB1,18:01,02:01
0.00879,B,DQB1,40:01,06:03
0.00874,B,DQB1,53:01,02:01
0.00848,B,DQB1,51:01,03:02
