haplo.freq,locus1,locus2,allele1,allele2
0.0096,A,DQB1,01:01,03:02
0.00836,A,DQB1,23:01,06:02
0.00828,A,DQB1,68:01,04:02
0.00808,A,DQB1,31:01,06:02
0.00786,A,DQB1,30:02,06:02
0.00785,A,DQB1,25:01,03:01
0.00771,A,DQB1,11:01,03:01
0.00771,A,DQB1,24:02,02:01
0.00735,A,DQB1,01:01,06:02
0.00722,A,DQB1,11:01,06:03
0.00669,A,DQB1,26:01,03:02
0.00669,A,DQB1,02:05,03:01
0.0065,A,DQB1,24:02,05:02
0.00622,A,DQB1,11:01,02:01
0.00618,A,DQB1,02:01,06:03
0.00599,A,DQB1,24:02,05:01
0.00583,A,DQB1,03:01,05:02
0.00582,A,DQB1,25:01,03:02
0.00564,A,DQB1,24:02,06:02
0.00551,A,DQB1,02:01,05:02
0.00551,A,DQB1,02:01,06:04
0.00546,A,DQB1,32:01,02:01
0.00545,A,DQB1,33:01,06:02
0.00543,A,DQB1,03:01,06:03
0.00523,A,DQB1,11:01,06:04
0.00511,A,DQB1,26:01,02:01
0.00502,A,DQB1,30:01,05:01
0.00502,A,DQB1,02:05,03:02
0.00502,A,DQB1,26:01,06:03
0.00502,A,DQB1,26:01,04:02
0.00502,A,DQB1,02:06,03:02
0.00498,A,DQB1,11:01,05:03
0.00492,A,DQB1,26:01,06:04
0.00488,A,DQB1,68:01,06:02
0.0048,A,DQB1,25:01,02:01
0.00467,A,DQB1,01:01,06:04
0.00455,A,DQB1,25:01,06:03
0.00435,A,DQB1,29:02,03:01
0.00414,A,DQB1,32:01,06:02
0.00392,A,DQB1,68:01,02:01
0.00371,A,DQB1,01:01,04:02
0.00371,A,DQB1,68:01,06:04
0.00368,A,DQB1,68:01,03:02
0.00365,A,DQB1,68:02,05:01
0.00354,A,DQB1,33:01,02:01
0.00334,A,DQB1,23:01,05:03
0.00334,A,DQB1,34:02,06:02
0.00334,A,DQB1,74:01,06:02
0.00334,A,DQB1,30:01,03:01
0.00334,A,DQB1,02:02,06:02
0.00334,A,DQB1,69:01,02:01
0.00334,A,DQB1,30:01,03:02
0.00334,A,DQB1,66:01,03:03
0.00334,A,DQB1,66:01,03:01
0.00334,A,DQB1,31:01,06:05
0.00313,A,DQB1,30:02,06:04
0.00284,A,DQB1,33:01,05:01
0.00264,A,DQB1,24:02,03:03
0.00256,A,DQB1,31:01,04:02
0.00245,A,DQB1,68:02,06:02
0.00234,A,DQB1,33:01,04:02
0.00222,A,DQB1,29:01,02:01
0.00222,A,DQB1,11:01,06:02
0.00218,A,DQB1,33:01,03:02
0.00217,A,DQB1,30:02,02:01
0.00211,A,DQB1,68:02,03:01
0.00207,A,DQB1,25:01,06:02
0.00203,A,DQB1,11:01,04:02
0.00192,A,DQB1,68:01,05:03
0.00188,A,DQB1,30:02,03:03
0.00167,A,DQB1,33:05,02:01
0.00167,A,DQB1,29:02,06:02
0.00167,A,DQB1,24:07,03:01
0.00167,A,DQB1,02:02,03:03
0.00167,A,DQB1,36:01,06:05
0.00167,A,DQB1,01:02,02:01
0.00167,A,DQB1,24:05,05:02
0.00167,A,DQB1,34:02,03:02
0.00167,A,DQB1,03:01,06:05
0.00167,A,DQB1,02:05,06:01
0.00167,A,DQB1,33:01,06:01
0.00167,A,DQB1,68:03,04:02
0.00167,A,DQB1,74:01,03:01
0.00167,A,DQB1,26:01,03:04
0.00167,A,DQB1,68:05,03:02
0.00167,A,DQB1,26:01,06:05
0.00167,A,DQB1,34:01,05:01
0.00167,A,DQB1,66:02,06:04
0.00167,A,DQB1,23:01,03:03
0.00167,A,DQB1,30:01,03:03
0.00167,A,DQB1,01:01,06:01
0.00167,A,DQB1,32:01,03:03
0.00167,A,DQB1,11:01,03:03
0.00167,A,DQB1,23:01,06:05
0.00167,A,DQB1,30:01,06:03
0.00141,A,DQB1,32:01,04:02
0.00112,A,DQB1,29:01,03:03
0.001,A,DQB1,68:01,06:03
0.00068,A,DQB1,32:01,06:04
0.00057,A,DQB1,29:02,06:04
0.00055,A,DQB1,33:01,05:02
0.00048,A,DQB1,68:02,03:02
0.09458,A,DPB1,02:01,04:01
0.08983,A,DPB1,03:01,04:01
0.05361,A,DPB1,01:01,04:01
0.04396,A,DPB1,02:01,04:02
0.03501,A,DPB1,01:01,01:01
0.02679,A,DPB1,11:01,04:01
0.02366,A,DPB1,02:01,02:01
0.02167,A,DPB1,02:01,03:01
0.02009,A,DPB1,24:02,04:01
0.01858,A,DPB1,24:02,02:01
0.01692,A,DPB1,24:02,04:02
0.01674,A,DPB1,01:01,03:01
0.01512,A,DPB1,03:01,03:01
0.01405,A,DPB1,68:01,04:01
0.01404,A,DPB1,01:01,02:01
0.01404,A,DPB1,26:01,04:01
0.01363,A,DPB1,33:01,04:01
0.01336,A,DPB1,29:02,04:01
0.01326,A,DPB1,01:01,04:02
0.01325,A,DPB1,11:01,03:01
0.01168,A,DPB1,02:01,01:01
0.01049,A,DPB1,11:01,02:01
0.01014,A,DPB1,25:01,04:01
0.01,A,DPB1,68:02,01:01
0.00989,A,DPB1,11:01,04:02
0.00905,A,DPB1,03:01,02:01
0.00899,A,DPB1,31:01,04:02
0.00826,A,DPB1,32:01,04:01
0.00798,A,DPB1,31:01,04:01
0.00743,A,DPB1,31:01,02:01
0.00667,A,DPB1,33:01,01:01
0.00664,A,DPB1,02:01,05:01
0.00649,A,DPB1,68:01,04:02
0.00623,A,DPB1,24:02,03:01
0.00593,A,DPB1,25:01,04:02
0.00584,A,DPB1,24:02,01:01
0.00569,A,DPB1,32:01,03:01
0.00567,A,DPB1,30:02,04:01
0.00554,A,DPB1,68:01,01:01
0.00525,A,DPB1,03:01,17:01
0.005,A,DPB1,30:01,02:01
0.00483,A,DPB1,29:02,01:01
0.00475,A,DPB1,68:01,17:01
0.00455,A,DPB1,02:05,04:01
0.00455,A,DPB1,11:01,10:01
0.00454,A,DPB1,23:01,10:01
0.0045,A,DPB1,24:02,09:02
0.00439,A,DPB1,23:01,04:02
0.00435,A,DPB1,01:01,05:01
0.00383,A,DPB1,68:01,02:01
0.00365,A,DPB1,02:01,15:01
0.00364,A,DPB1,32:01,02:01
0.00343,A,DPB1,23:01,04:01
0.00341,A,DPB1,01:01,10:01
0.00334,A,DPB1,26:01,04:02
0.00333,A,DPB1,01:01,14:01
0.00333,A,DPB1,68:02,17:01
0.00333,A,DPB1,34:02,18:01
0.00333,A,DPB1,68:02,04:02
0.00333,A,DPB1,33:01,09:02
0.00333,A,DPB1,29:01,04:01
0.00333,A,DPB1,26:01,14:01
0.00333,A,DPB1,02:01,02:02
0.00333,A,DPB1,31:01,09:02
0.00333,A,DPB1,24:02,14:01
0.00333,A,DPB1,02:06,04:02
0.00333,A,DPB1,68:01,06:01
0.00333,A,DPB1,03:01,09:02
0.00333,A,DPB1,26:01,17:01
0.00333,A,DPB1,03:01,06:01
0.00321,A,DPB1,25:01,01:01
0.00321,A,DPB1,29:02,11:01
0.00307,A,DPB1,30:02,02:01
0.00292,A,DPB1,30:02,03:01
0.00292,A,DPB1,01:01,06:01
0.00291,A,DPB1,68:01,05:01
0.00288,A,DPB1,02:05,04:02
0.00283,A,DPB1,31:01,20:01
0.00272,A,DPB1,32:01,04:02
0.00257,A,DPB1,02:05,02:01
0.00249,A,DPB1,02:01,10:01
0.00224,A,DPB1,29:02,17:01
0.00217,A,DPB1,68:01,20:01
0.00196,A,DPB1,03:01,05:01
0.00196,A,DPB1,03:01,01:01
0.0019,A,DPB1,30:01,01:01
0.00189,A,DPB1,23:01,05:01
0.0018,A,DPB1,29:02,02:01
0.00179,A,DPB1,03:01,11:01
0.00172,A,DPB1,26:01,02:01
0.0017,A,DPB1,11:01,01:01
0.00169,A,DPB1,03:01,10:01
0.00167,A,DPB1,31:01,06:01
0.00167,A,DPB1,30:01,04:02
0.00167,A,DPB1,33:05,14:01
0.00167,A,DPB1,23:01,01:01
0.00167,A,DPB1,66:01,01:01
0.00167,A,DPB1,02:01,09:01
0.00167,A,DPB1,33:01,27:01
0.00167,A,DPB1,30:01,10:01
0.00167,A,DPB1,30:01,40:01
0.00167,A,DPB1,74:01,18:01
0.00167,A,DPB1,02:01,30:01
0.00167,A,DPB1,23:01,27:01
0.00167,A,DPB1,66:01,11:01
0.00167,A,DPB1,11:01,17:01
0.00167,A,DPB1,02:02,04:01
0.00167,A,DPB1,33:01,14:01
0.00167,A,DPB1,02:06,14:01
0.00167,A,DPB1,36:01,11:01
0.00167,A,DPB1,32:01,16:01
0.00167,A,DPB1,01:02,18:01
0.00167,A,DPB1,30:02,17:01
0.00167,A,DPB1,24:05,08:02
0.00167,A,DPB1,31:01,11:01
0.00167,A,DPB1,34:02,04:01
0.00167,A,DPB1,02:02,02:01
0.00167,A,DPB1,66:01,10:01
0.00167,A,DPB1,33:01,17:01
0.00167,A,DPB1,68:03,05:01
0.00167,A,DPB1,02:05,11:01
0.00167,A,DPB1,69:01,03:01
0.00167,A,DPB1,23:01,03:01
0.00167,A,DPB1,25:01,14:01
0.00167,A,DPB1,68:05,04:02
0.00167,A,DPB1,31:01,13:02
0.00167,A,DPB1,66:01,02:01
0.00167,A,DPB1,26:01,11:01
0.00167,A,DPB1,02:05,17:01
0.00167,A,DPB1,74:01,17:01
0.00167,A,DPB1,34:01,01:01
0.00167,A,DPB1,23:01,15:01
0.00167,A,DPB1,68:02,10:01
0.00167,A,DPB1,02:02,08:02
0.00167,A,DPB1,66:02,06:01
0.00167,A,DPB1,25:01,06:01
0.00167,A,DPB1,24:02,26:01
0.00167,A,DPB1,68:01,09:01
0.00167,A,DPB1,24:07,04:02
0.00167,A,DPB1,24:02,08:02
0.00167,A,DPB1,74:01,09:02
0.00167,A,DPB1,30:01,09:02
0.00167,A,DPB1,33:01,20:01
0.00167,A,DPB1,30:02,02:02
0.00167,A,DPB1,23:01,14:01
0.00167,A,DPB1,26:01,09:01
0.00167,A,DPB1,68:01,14:01
0.00167,A,DPB1,32:01,11:01
0.00167,A,DPB1,69:01,17:01
0.00145,A,DPB1,25:01,03:01
0.00143,A,DPB1,30:01,05:01
0.00137,A,DPB1,33:01,05:01
0.00135,A,DPB1,32:01,15:01
0.00123,A,DPB1,29:02,04:02
0.00118,A,DPB1,24:02,06:01
0.00111,A,DPB1,31:01,05:01
0.00109,A,DPB1,23:01,17:01
0.00093,A,DPB1,25:01,02:01
9.00E-04,A,DPB1,26:01,06:01
0.00083,A,DPB1,23:01,02:01
5.00E-04,A,DPB1,23:01,09:02
0.00025,A,DPB1,68:01,03:01
0.11833,C,B,07:02,07:02
0.08166,C,B,07:01,08:01
0.0675,C,B,04:01,35:01
0.05996,C,B,03:04,40:01
0.05667,C,B,05:01,44:02
0.02667,C,B,06:02,57:01
0.02667,C,B,07:01,49:01
0.025,C,B,03:03,55:01
0.0225,C,B,04:01,53:01
0.02167,C,B,16:01,44:03
0.02,C,B,08:02,14:02
0.01833,C,B,12:03,38:01
0.01833,C,B,15:02,51:01
0.01829,C,B,03:03,15:01
0.01671,C,B,03:04,15:01
0.01667,C,B,06:02,50:01
0.01667,C,B,12:03,18:01
0.015,C,B,06:02,13:02
0.01453,C,B,02:02,27:03
0.01333,C,B,06:02,45:01
0.01214,C,B,01:02,27:03
0.01167,C,B,14:02,51:01
0.01167,C,B,01:02,56:01
0.01167,C,B,02:02,27:05
0.01,C,B,07:01,58:01
0.00833,C,B,07:04,44:02
0.00833,C,B,17:01,41:01
0.00833,C,B,04:01,35:02
0.00833,C,B,08:02,14:01
0.00833,C,B,05:01,18:01
0.00667,C,B,07:01,18:01
0.00667,C,B,02:02,40:02
0.00667,C,B,04:01,35:08
0.005,C,B,12:03,39:01
0.005,C,B,16:01,51:01
0.005,C,B,04:01,44:03
0.005,C,B,06:02,58:02
0.005,C,B,07:02,39:06
0.005,C,B,02:02,15:03
0.005,C,B,08:01,48:01
0.005,C,B,03:03,51:01
0.00453,C,B,01:02,51:01
0.00333,C,B,16:01,52:01
0.00333,C,B,12:03,35:02
0.00333,C,B,04:01,15:01
0.00333,C,B,02:02,44:03
0.00333,C,B,17:01,41:02
0.00333,C,B,02:02,44:05
0.00333,C,B,03:02,58:01
0.00333,C,B,07:01,57:03
0.00333,C,B,12:02,52:01
0.00333,C,B,04:01,35:17
0.00333,C,B,02:10,15:03
0.00333,C,B,03:04,15:10
0.00333,C,B,07:01,57:01
0.00333,C,B,04:01,40:02
0.0025,C,B,07:01,35:01
0.00214,C,B,02:02,51:01
0.00171,C,B,03:03,40:01
0.00167,C,B,07:01,07:02
0.00167,C,B,07:02,08:01
0.00167,C,B,03:04,40:02
0.00167,C,B,12:02,18:01
0.00167,C,B,12:03,35:01
0.00167,C,B,07:02,27:03
0.00167,C,B,12:03,14:02
0.00167,C,B,06:04,51:01
0.00167,C,B,01:02,38:01
0.00167,C,B,07:04,27:05
0.00167,C,B,04:07,44:03
0.00167,C,B,05:01,15:01
0.00167,C,B,08:02,53:01
0.00167,C,B,07:02,45:01
0.00167,C,B,16:01,35:01
0.00167,C,B,06:02,35:01
0.00167,C,B,04:03,15:06
0.00167,C,B,07:07,18:01
0.00167,C,B,08:02,35:01
0.00167,C,B,07:02,39:10
0.00167,C,B,01:02,27:04
0.00167,C,B,18:01,81:01
0.00167,C,B,02:02,44:02
0.00167,C,B,07:01,56:01
0.00167,C,B,01:02,15:01
0.00167,C,B,06:02,37:01
0.00167,C,B,08:01,15:02
0.00167,C,B,03:08,58:01
0.00167,C,B,05:01,53:01
0.00167,C,B,16:02,51:08
0.00167,C,B,06:02,47:01
0.00167,C,B,05:01,51:01
0.00167,C,B,16:01,78:01
0.00167,C,B,16:01,44:02
0.00167,C,B,01:02,27:05
0.00167,C,B,07:01,39:06
0.00167,C,B,03:02,15:16
0.00167,C,B,16:01,40:02
0.00167,C,B,07:01,15:32
0.00167,C,B,03:04,44:03
0.00167,C,B,07:02,40:01
0.00167,C,B,01:02,55:01
0.00167,C,B,15:02,07:05
0.00167,C,B,07:02,07:05
0.00167,C,B,03:02,27:02
0.00167,C,B,03:02,82:01
0.00167,C,B,17:01,42:01
0.00167,C,B,05:01,50:01
0.00167,C,B,01:02,15:15
0.00167,C,B,01:02,15:30
0.00167,C,B,03:04,40:08
0.00167,C,B,02:02,27:02
0.00167,C,B,16:02,44:03
0.00167,C,B,04:01,57:02
0.00167,C,B,07:02,39:02
0.00167,C,B,12:03,15:03
0.00167,C,B,03:02,40:01
0.00167,C,B,12:03,55:01
0.00167,C,B,07:02,40:05
0.00167,C,B,07:01,15:17
0.00167,C,B,16:01,45:01
0.00167,C,B,07:04,51:01
0.00167,C,B,04:01,45:01
0.00167,C,B,03:14,40:01
0.00167,C,B,03:04,35:32
0.00083,C,B,07:01,53:01
0.07835,C,DRB1,07:01,03:01
0.06102,C,DRB1,07:02,15:01
0.04448,C,DRB1,06:02,07:01
0.02528,C,DRB1,05:01,04:01
0.0239,C,DRB1,04:01,01:01
0.01776,C,DRB1,07:02,03:01
0.01618,C,DRB1,01:02,01:01
0.01533,C,DRB1,03:04,04:01
0.0146,C,DRB1,16:01,07:01
0.01338,C,DRB1,03:04,13:02
0.01292,C,DRB1,07:01,07:01
0.0109,C,DRB1,05:01,15:01
0.01059,C,DRB1,03:03,15:01
0.01058,C,DRB1,03:04,13:01
0.00996,C,DRB1,03:03,14:01
0.00965,C,DRB1,02:02,04:04
0.00948,C,DRB1,04:01,13:03
0.00909,C,DRB1,05:01,13:01
0.00906,C,DRB1,04:01,11:01
0.00889,C,DRB1,03:03,13:01
0.00886,C,DRB1,07:01,01:01
0.00869,C,DRB1,03:03,04:01
0.00839,C,DRB1,04:01,01:03
0.00824,C,DRB1,03:04,08:01
0.00806,C,DRB1,06:02,04:01
0.00767,C,DRB1,04:01,04:01
0.00756,C,DRB1,03:04,04:03
0.00742,C,DRB1,12:03,01:01
0.00734,C,DRB1,07:01,11:01
0.00732,C,DRB1,04:01,12:01
0.00715,C,DRB1,12:03,15:01
0.00671,C,DRB1,08:02,07:01
0.00671,C,DRB1,01:02,08:01
0.00671,C,DRB1,04:01,04:07
0.00671,C,DRB1,07:02,09:01
0.00668,C,DRB1,15:02,15:01
0.0066,C,DRB1,07:02,04:04
0.00649,C,DRB1,06:02,11:01
0.00625,C,DRB1,07:02,14:01
0.0062,C,DRB1,04:01,04:05
0.00598,C,DRB1,06:02,13:01
0.00588,C,DRB1,03:04,15:01
0.00583,C,DRB1,05:01,11:01
0.00582,C,DRB1,03:04,11:01
0.00577,C,DRB1,12:03,13:01
0.00563,C,DRB1,04:01,04:02
0.00544,C,DRB1,07:02,07:01
0.00538,C,DRB1,07:02,01:01
0.00513,C,DRB1,05:01,03:01
0.00512,C,DRB1,04:01,03:01
0.00503,C,DRB1,08:02,01:02
0.00503,C,DRB1,02:02,08:01
0.00503,C,DRB1,08:02,11:01
0.00503,C,DRB1,02:02,01:01
0.00503,C,DRB1,12:03,16:01
0.00503,C,DRB1,07:01,15:02
0.00503,C,DRB1,12:03,11:04
0.00503,C,DRB1,01:02,11:01
0.00498,C,DRB1,06:02,04:04
0.00479,C,DRB1,03:04,07:01
0.00473,C,DRB1,02:02,04:01
0.00461,C,DRB1,07:02,11:01
0.00459,C,DRB1,16:01,11:02
0.00444,C,DRB1,02:02,13:02
0.00414,C,DRB1,03:04,12:01
0.00404,C,DRB1,03:04,03:01
0.00395,C,DRB1,04:01,13:02
0.00394,C,DRB1,16:01,13:03
0.00376,C,DRB1,07:02,13:01
0.0035,C,DRB1,05:01,12:01
0.00347,C,DRB1,12:03,03:01
0.00345,C,DRB1,04:01,04:04
0.00343,C,DRB1,16:01,03:01
0.00342,C,DRB1,04:01,07:01
0.00342,C,DRB1,06:02,12:01
0.00336,C,DRB1,07:01,16:01
0.00336,C,DRB1,16:01,01:02
0.00336,C,DRB1,04:01,11:02
0.00336,C,DRB1,04:01,08:02
0.00336,C,DRB1,04:01,15:03
0.00336,C,DRB1,07:02,08:02
0.00336,C,DRB1,02:02,16:01
0.00336,C,DRB1,02:02,15:03
0.00336,C,DRB1,03:03,13:02
0.00336,C,DRB1,02:02,11:04
0.00336,C,DRB1,08:01,08:02
0.00336,C,DRB1,07:01,15:03
0.00336,C,DRB1,03:02,13:02
0.00336,C,DRB1,03:03,04:04
0.00336,C,DRB1,04:01,16:01
0.00336,C,DRB1,15:02,04:04
0.00336,C,DRB1,05:01,11:04
0.00336,C,DRB1,15:02,04:08
0.00336,C,DRB1,17:01,04:01
0.00336,C,DRB1,07:04,14:01
0.00336,C,DRB1,07:04,08:01
0.00336,C,DRB1,05:01,04:07
0.00334,C,DRB1,06:02,04:03
0.00324,C,DRB1,12:03,14:01
0.00306,C,DRB1,07:01,15:01
0.00305,C,DRB1,07:01,04:01
0.00304,C,DRB1,07:02,11:04
0.00299,C,DRB1,07:01,11:04
0.00282,C,DRB1,07:02,04:07
0.00276,C,DRB1,12:03,04:02
0.00273,C,DRB1,02:02,11:01
0.00255,C,DRB1,07:01,14:01
0.00247,C,DRB1,04:01,13:01
0.00236,C,DRB1,04:01,11:04
0.0023,C,DRB1,12:03,04:07
0.00228,C,DRB1,07:02,04:01
0.00222,C,DRB1,01:02,14:01
0.00219,C,DRB1,07:01,04:05
0.00212,C,DRB1,06:02,11:02
0.00211,C,DRB1,03:04,04:04
0.00209,C,DRB1,12:03,04:01
0.00207,C,DRB1,04:01,14:01
0.00202,C,DRB1,03:04,01:01
0.00197,C,DRB1,03:03,07:01
0.00193,C,DRB1,16:01,13:01
0.00188,C,DRB1,07:01,13:01
0.00187,C,DRB1,02:02,15:01
0.00185,C,DRB1,04:01,15:01
0.00183,C,DRB1,02:02,07:01
0.00182,C,DRB1,07:02,08:01
0.0018,C,DRB1,07:01,13:02
0.0018,C,DRB1,05:01,07:01
0.0018,C,DRB1,03:03,03:01
0.00174,C,DRB1,03:03,12:01
0.00174,C,DRB1,01:02,15:01
0.00174,C,DRB1,16:01,11:01
0.00171,C,DRB1,15:02,03:01
0.00168,C,DRB1,12:02,12:01
0.00168,C,DRB1,14:02,11:03
0.00168,C,DRB1,06:02,11:03
0.00168,C,DRB1,06:04,04:03
0.00168,C,DRB1,17:01,13:02
0.00168,C,DRB1,04:07,07:01
0.00168,C,DRB1,07:02,11:03
0.00168,C,DRB1,16:01,15:03
0.00168,C,DRB1,15:02,13:02
0.00168,C,DRB1,03:04,14:02
0.00168,C,DRB1,08:02,15:03
0.00168,C,DRB1,04:01,08:04
0.00168,C,DRB1,18:01,04:03
0.00168,C,DRB1,08:02,16:01
0.00168,C,DRB1,08:01,12:02
0.00168,C,DRB1,03:08,03:01
0.00168,C,DRB1,05:01,04:04
0.00168,C,DRB1,01:02,04:04
0.00168,C,DRB1,16:02,14:20
0.00168,C,DRB1,12:03,11:03
0.00168,C,DRB1,07:04,11:02
0.00168,C,DRB1,17:01,13:03
0.00168,C,DRB1,14:02,12:01
0.00168,C,DRB1,15:02,11:04
0.00168,C,DRB1,07:01,14:06
0.00168,C,DRB1,03:02,04:07
0.00168,C,DRB1,16:01,15:01
0.00168,C,DRB1,03:04,14:06
0.00168,C,DRB1,14:02,11:01
0.00168,C,DRB1,07:01,11:02
0.00168,C,DRB1,01:02,04:03
0.00168,C,DRB1,15:02,01:02
0.00168,C,DRB1,08:02,04:05
0.00168,C,DRB1,08:02,13:02
0.00168,C,DRB1,12:02,15:02
0.00168,C,DRB1,12:02,11:03
0.00168,C,DRB1,14:02,08:01
0.00168,C,DRB1,03:02,03:01
0.00168,C,DRB1,03:02,03:02
0.00168,C,DRB1,05:01,08:02
0.00168,C,DRB1,17:01,08:04
0.00168,C,DRB1,02:10,11:02
0.00168,C,DRB1,01:02,01:03
0.00168,C,DRB1,02:02,10:01
0.00168,C,DRB1,08:02,04:23
0.00168,C,DRB1,02:10,01:01
0.00168,C,DRB1,01:02,04:11
0.00168,C,DRB1,08:01,04:03
0.00168,C,DRB1,14:02,04:03
0.00168,C,DRB1,07:01,01:02
0.00168,C,DRB1,08:02,08:06
0.00168,C,DRB1,08:02,04:07
0.00168,C,DRB1,08:02,13:03
0.00168,C,DRB1,07:02,10:01
0.00168,C,DRB1,17:01,14:02
0.00168,C,DRB1,12:03,13:05
0.00168,C,DRB1,14:02,09:01
0.00168,C,DRB1,17:01,04:05
0.00168,C,DRB1,03:02,04:04
0.00168,C,DRB1,03:14,13:02
0.00168,C,DRB1,02:02,09:01
0.00168,C,DRB1,01:02,08:03
0.00168,C,DRB1,12:03,14:02
0.00168,C,DRB1,04:03,04:05
0.00168,C,DRB1,07:07,11:03
0.00168,C,DRB1,07:02,11:02
0.00168,C,DRB1,08:02,10:01
0.00168,C,DRB1,07:04,07:01
0.00168,C,DRB1,16:02,04:02
0.00168,C,DRB1,17:01,16:01
0.00168,C,DRB1,07:04,13:02
0.0016,C,DRB1,16:01,13:02
0.00159,C,DRB1,02:02,04:07
0.00104,C,DRB1,12:03,07:01
0.00085,C,DRB1,07:01,04:03
0.00056,C,DRB1,05:01,14:01
5.00E-05,C,DRB1,16:01,04:04
0.08385,C,DQA1,07:01,05:01
0.06481,C,DQA1,07:02,01:02
0.04249,C,DQA1,06:02,02:01
0.03917,C,DQA1,04:01,01:01
0.03327,C,DQA1,03:04,03:01
0.03056,C,DQA1,04:01,03:01
0.02857,C,DQA1,05:01,03:01
0.02771,C,DQA1,04:01,05:01
0.0274,C,DQA1,07:02,05:01
0.02193,C,DQA1,03:04,01:02
0.02193,C,DQA1,07:01,01:02
0.01879,C,DQA1,01:02,01:01
0.01823,C,DQA1,06:02,03:01
0.01731,C,DQA1,16:01,02:01
0.01683,C,DQA1,05:01,01:02
0.01604,C,DQA1,05:01,05:01
0.01587,C,DQA1,07:01,02:01
0.01577,C,DQA1,07:02,03:01
0.01393,C,DQA1,02:02,05:01
0.01369,C,DQA1,12:03,01:01
0.01365,C,DQA1,03:04,05:01
0.01351,C,DQA1,16:01,05:01
0.01324,C,DQA1,07:01,01:01
0.0131,C,DQA1,03:03,03:01
0.01307,C,DQA1,07:02,01:01
0.01245,C,DQA1,04:01,01:02
0.01244,C,DQA1,12:03,03:01
0.0124,C,DQA1,02:02,01:02
0.01156,C,DQA1,03:03,01:03
0.0106,C,DQA1,02:02,03:01
0.01049,C,DQA1,08:02,01:01
0.01025,C,DQA1,15:02,01:02
0.00993,C,DQA1,06:02,05:01
0.00952,C,DQA1,03:03,05:01
0.00922,C,DQA1,12:03,05:01
0.0089,C,DQA1,07:02,02:01
0.0088,C,DQA1,01:02,05:01
0.00877,C,DQA1,02:02,01:01
0.00845,C,DQA1,07:01,03:01
0.00833,C,DQA1,05:01,01:03
0.0083,C,DQA1,17:01,05:01
0.00829,C,DQA1,03:04,01:03
0.00799,C,DQA1,15:02,03:01
0.00752,C,DQA1,12:03,01:02
0.00722,C,DQA1,03:03,01:01
0.00721,C,DQA1,03:04,04:01
0.00634,C,DQA1,12:03,01:03
0.00622,C,DQA1,04:01,04:01
0.00582,C,DQA1,08:02,02:01
0.00565,C,DQA1,08:02,01:02
0.00511,C,DQA1,03:03,01:02
0.00509,C,DQA1,04:01,02:01
0.00505,C,DQA1,07:02,04:01
0.005,C,DQA1,06:02,01:03
0.005,C,DQA1,01:02,01:03
0.00487,C,DQA1,14:02,05:01
0.00479,C,DQA1,07:04,01:02
0.00475,C,DQA1,16:01,01:01
0.00474,C,DQA1,08:02,03:01
0.0043,C,DQA1,02:02,04:01
0.00427,C,DQA1,03:02,03:01
0.00405,C,DQA1,08:02,05:01
0.0035,C,DQA1,03:03,02:01
0.00349,C,DQA1,06:02,01:01
0.00333,C,DQA1,01:02,06:01
0.00333,C,DQA1,16:02,05:01
0.00333,C,DQA1,08:01,04:01
0.00333,C,DQA1,12:02,01:03
0.00333,C,DQA1,02:10,05:01
0.00316,C,DQA1,07:04,04:01
0.00286,C,DQA1,14:02,01:01
0.00277,C,DQA1,16:01,01:02
0.00272,C,DQA1,14:02,03:01
0.00263,C,DQA1,17:01,03:01
0.00256,C,DQA1,03:02,05:01
0.00252,C,DQA1,06:02,01:02
0.00241,C,DQA1,01:02,04:01
0.00241,C,DQA1,17:01,01:02
0.00232,C,DQA1,03:04,01:01
0.00214,C,DQA1,04:01,01:03
0.00205,C,DQA1,07:04,01:01
0.00198,C,DQA1,03:02,01:02
0.0019,C,DQA1,05:01,02:01
0.00167,C,DQA1,12:02,05:01
0.00167,C,DQA1,06:04,03:01
0.00167,C,DQA1,04:07,02:01
0.00167,C,DQA1,04:03,01:03
0.00167,C,DQA1,18:01,03:01
0.00167,C,DQA1,08:01,06:01
0.00167,C,DQA1,15:02,02:01
0.00167,C,DQA1,08:01,03:01
0.00167,C,DQA1,07:04,02:01
0.00167,C,DQA1,03:14,01:02
0.00167,C,DQA1,03:08,01:01
0.00167,C,DQA1,01:02,04:02
0.00167,C,DQA1,07:02,04:02
0.00167,C,DQA1,07:07,03:01
0.00121,C,DQA1,14:02,04:01
0.0012,C,DQA1,03:02,04:01
0.00092,C,DQA1,08:02,04:01
0.00078,C,DQA1,12:03,02:01
9.00E-05,C,DQA1,15:02,01:01
0.08425,C,DQB1,07:01,02:01
0.06404,C,DQB1,07:02,06:02
0.0401,C,DQB1,04:01,05:01
0.03352,C,DQB1,05:01,03:01
0.03302,C,DQB1,04:01,03:01
0.0278,C,DQB1,04:01,03:02
0.02696,C,DQB1,06:02,02:01
0.02631,C,DQB1,07:02,02:01
0.02318,C,DQB1,16:01,02:01
0.02158,C,DQB1,03:04,03:02
0.02106,C,DQB1,06:02,03:03
0.01858,C,DQB1,07:01,03:01
0.01772,C,DQB1,03:04,03:01
0.01722,C,DQB1,02:02,03:01
0.01582,C,DQB1,01:02,05:01
0.01528,C,DQB1,06:02,03:01
0.01446,C,DQB1,07:02,03:01
0.01336,C,DQB1,03:03,05:03
